// griff_boulder_3.dat rescaled by a factor of 0.75

NVERTS 42
NFACES 80

VERTEX
 88.067250, 1.79131, 53.06977
 63.192900,-13.07632, 86.88300
 60.038400,-35.29583, 69.90202
 54.710700,-0.80975,-53.81775
 52.504125, 42.83970, 77.22525
 51.265950,-37.69237,-20.48017
 51.058950, 39.03847,-28.49655
 30.693075,-62.58158, 7.10903
 30.331800, 69.24435,-15.67793
 28.734825, 19.14390, 110.25525
 27.724800,-25.72125, 121.59000
 24.143775, 23.16315,-103.13025
 14.328900, 63.37305, 42.03773
 13.750725,-59.56305, 66.01905
 12.858750,-10.88228,-101.70600
 10.624350, 65.57805,-78.59775
 10.459875,-71.58300,-90.26250
-8.610675, 53.16278, 93.99300
-8.928525,-44.82698, 89.35275
-8.989725, 5.96166, 140.11575
-10.175325,-71.82855,-22.21470
-14.313600, 70.40385,-44.73758
-16.672575, 42.10462,-110.44425
-17.927325,-43.54350,-128.01225
-18.530850,-0.41543,-140.11575
-31.538850,-59.54160, 65.48670
-34.114575, 64.45965, 41.17553
-38.939250,-71.43188,-90.22425
-39.512325, 67.26315,-81.02400
-45.305550,-25.62292, 120.36075
-46.218675, 19.70663, 109.20525
-50.306475,-62.37832, 7.68225
-54.996675, 71.82855,-21.54750
-58.203150, 25.14608,-106.39125
-58.447950,-23.89732,-108.56325
-69.136050,-36.70545, 82.51875
-73.074825, 45.13372, 70.82160
-75.841500,-36.61042,-22.46843
-78.830250, 42.45060,-39.53093
-82.460250, 0.67341, 71.76345
-84.861000, 1.67547,-61.29098
-88.067250, 1.50173, 43.05435


FACES
128,127,127,	0.80800,-0.42587,0.40715,	3,	0,2,1
128,127,127,	0.78317,-0.61894,-0.05960,	3,	0,5,2
128,127,127,	0.91722,0.27012,-0.29281,	3,	0,6,3
128,127,127,	0.80176,0.59017,-0.09427,	3,	0,8,6
128,127,127,	0.72444,0.24947,0.64262,	3,	1,4,0
128,127,127,	0.69237,0.24930,0.67710,	3,	1,9,4
128,127,127,	0.65739,0.17063,0.73398,	3,	1,10,9
128,127,127,	0.69054,-0.49853,0.52405,	3,	2,10,1
128,127,127,	0.39852,-0.82444,0.40186,	3,	2,13,10
128,127,127,	0.90282,-0.33169,-0.27367,	3,	3,5,0
128,127,127,	0.69569,-0.51636,-0.49939,	3,	3,14,5
128,127,127,	0.75722,0.65314,0.00492,	3,	4,8,0
128,127,127,	0.32770,0.92647,0.18511,	3,	4,12,8
128,127,127,	0.23547,0.92870,0.28647,	3,	4,17,12
128,127,127,	0.73945,-0.67105,-0.05398,	3,	5,7,2
128,127,127,	0.71921,-0.68949,-0.08571,	3,	5,16,7
128,127,127,	0.86685,0.32155,-0.38101,	3,	6,11,3
128,127,127,	0.79051,0.47534,-0.38619,	3,	6,15,11
128,127,127,	0.44587,-0.87818,0.17323,	3,	7,13,2
128,127,127,	0.15448,-0.98344,0.09482,	3,	7,20,13
128,127,127,	0.73790,0.61975,-0.26723,	3,	8,15,6
128,127,127,	0.07973,0.99337,-0.08286,	3,	8,21,15
128,127,127,	0.30046,0.65932,0.68922,	3,	9,17,4
128,127,127,	0.30772,0.66371,0.68176,	3,	9,19,17
128,127,127,	0.56780,0.18959,0.80103,	3,	10,19,9
128,127,127,	0.75193,-0.27432,-0.59945,	3,	11,14,3
