NVERTS 64
NFACES 64

VERTEX
50, 0, -40
49.0392647, 9.7545166, -40
46.1939774, 19.1341724, -40
41.5734787, 27.778511, -40
35.3553391, 35.3553391, -40
27.778513, 41.5734787, -40
19.1341705, 46.1939774, -40
9.7545176, 49.0392647, -40
0, 50, -40
-9.7545166, 49.0392647, -40
-19.1341705, 46.1939774, -40
-27.7785091, 41.5734825, -40
-35.3553391, 35.3553391, -40
-41.5734825, 27.7785072, -40
-46.1939735, 19.1341743, -40
-49.0392647, 9.7545156, -40
-50, -0, -40
-49.0392647, -9.7545128, -40
-46.1939774, -19.1341724, -40
-41.5734787, -27.7785149, -40
-35.3553429, -35.3553352, -40
-27.7785206, -41.5734749, -40
-19.1341782, -46.1939735, -40
-9.7545204, -49.0392647, -40
0, -50, -40
9.7545204, -49.0392647, -40
19.1341801, -46.1939735, -40
27.7785015, -41.5734863, -40
35.3553352, -35.3553429, -40
41.5734787, -27.7785149, -40
46.1939774, -19.1341705, -40
49.0392647, -9.7545118, -40
39.231411, -7.8036132, 0
36.9551811, -15.3073397, 0
33.2587814, -22.2228146, 0
28.2842674, -28.284277, 0
22.2228012, -33.2587929, 0
15.3073444, -36.9551811, 0
7.803617, -39.2314148, 0
0, -40, 0
-7.803616, -39.2314148, 0
-15.3073425, -36.9551811, 0
-22.2228165, -33.2587814, 0
-28.2842751, -28.2842712, 0
-33.2587814, -22.2228146, 0
-36.9551811, -15.3073406, 0
-39.231411, -7.8036141, 0
-40, 0, 0
-39.231411, 7.8036089, 0
-36.9551773, 15.3073368, 0
-33.2587852, 22.2228031, 0
-28.2842712, 28.2842674, 0
-22.2228069, 33.2587814, 0
-15.3073368, 36.9551773, 0
-7.8036132, 39.2314072, 0
0, 40, 0
7.8036141, 39.2314072, 0
15.3073368, 36.9551773, 0
22.2228107, 33.2587814, 0
28.2842712, 28.2842674, 0
33.2587814, 22.222805, 0
36.9551811, 15.3073349, 0
39.231411, 7.8036089, 0
40, 0, 0

FACES
127,127,127,	0.965744,-0.095117,-0.241436,	3,	47,16,15
127,127,127,	0.965744,0.095117,-0.241436,	3,	46,17,16
127,127,127,	0.928631,-0.281697,-0.241436,	3,	48,15,14
127,127,127,	0.928631,0.281697,-0.241436,	3,	45,18,17
127,127,127,	0.965744,0.095118,-0.241436,	3,	46,16,47
127,127,127,	0.965744,-0.095117,-0.241436,	3,	47,15,48
127,127,127,	0.928631,0.281697,-0.241436,	3,	45,17,46
127,127,127,	0.855831,-0.457451,-0.241436,	3,	49,14,13
127,127,127,	0.928631,-0.281697,-0.241436,	3,	48,14,49
127,127,127,	0.855831,0.457451,-0.241436,	3,	44,19,18
127,127,127,	0.855831,0.457451,-0.241436,	3,	44,18,45
127,127,127,	0.855831,-0.457451,-0.241436,	3,	49,13,50
127,127,127,	0.750142,-0.615626,-0.241436,	3,	50,13,12
127,127,127,	0.750142,0.615626,-0.241436,	3,	43,20,19
127,127,127,	0.750142,0.615626,-0.241436,	3,	43,19,44
127,127,127,	0.750142,-0.615626,-0.241436,	3,	50,12,51
127,127,127,	0.615626,-0.750142,-0.241436,	3,	51,12,11
127,127,127,	0.615626,0.750142,-0.241436,	3,	42,20,43
127,127,127,	0.615626,0.750142,-0.241436,	3,	42,21,20
127,127,127,	0.615626,-0.750142,-0.241436,	3,	51,11,52
127,127,127,	0.457451,-0.855831,-0.241436,	3,	52,11,10
127,127,127,	0.457451,0.855831,-0.241436,	3,	41,21,42
127,127,127,	0.457451,0.855831,-0.241436,	3,	41,22,21
127,127,127,	0.457451,-0.855831,-0.241436,	3,	52,10,53
127,127,127,	0.281697,-0.928631,-0.241436,	3,	53,10,9
127,127,127,	0.281697,0.928631,-0.241436,	3,	40,22,41
127,127,127,	0.281697,0.928631,-0.241436,	3,	40,23,22
127,127,127,	0.281697,-0.928631,-0.241436,	3,	53,9,54
127,127,127,	0.095117,0.965744,-0.241436,	3,	39,23,40
127,127,127,	0.095117,-0.965744,-0.241436,	3,	54,9,8
127,127,127,	0.095117,0.965744,-0.241436,	3,	39,24,23
127,127,127,	0.095118,-0.965744,-0.241436,	3,	54,8,55
127,127,127,	-0.095117,0.965744,-0.241436,	3,	38,24,39
127,127,127,	-0.095117,-0.965744,-0.241436,	3,	55,8,7
127,127,127,	-0.095117,-0.965744,-0.241436,	3,	55,7,56
127,127,127,	-0.095117,0.965744,-0.241436,	3,	38,25,24
127,127,127,	-0.281697,0.928631,-0.241436,	3,	37,25,38
127,127,127,	-0.281697,-0.928631,-0.241436,	3,	56,7,6
127,127,127,	-0.281697,-0.928631,-0.241436,	3,	56,6,57
127,127,127,	-0.281697,0.928631,-0.241436,	3,	37,26,25
127,127,127,	-0.457451,0.855831,-0.241436,	3,	36,26,37
127,127,127,	-0.457451,-0.855831,-0.241436,	3,	57,6,5
127,127,127,	-0.457451,-0.855831,-0.241436,	3,	57,5,58
127,127,127,	-0.457451,0.855831,-0.241436,	3,	36,27,26
127,127,127,	-0.615626,0.750142,-0.241436,	3,	35,27,36
127,127,127,	-0.615626,-0.750142,-0.241436,	3,	58,5,4
127,127,127,	-0.615626,-0.750142,-0.241436,	3,	58,4,59
127,127,127,	-0.615626,0.750142,-0.241436,	3,	35,28,27
127,127,127,	-0.750142,0.615626,-0.241436,	3,	34,28,35
127,127,127,	-0.750142,-0.615626,-0.241436,	3,	59,3,60
127,127,127,	-0.750142,-0.615626,-0.241436,	3,	59,4,3
127,127,127,	-0.750142,0.615626,-0.241436,	3,	34,29,28
127,127,127,	-0.855831,0.457451,-0.241436,	3,	33,29,34
127,127,127,	-0.855831,-0.457452,-0.241436,	3,	60,2,61
127,127,127,	-0.855831,-0.457451,-0.241436,	3,	60,3,2
127,127,127,	-0.928631,0.281697,-0.241436,	3,	32,30,33
127,127,127,	-0.855831,0.457451,-0.241436,	3,	33,30,29
127,127,127,	-0.928631,-0.281697,-0.241436,	3,	61,1,62
127,127,127,	-0.965744,-0.095118,-0.241436,	3,	62,0,63
127,127,127,	-0.965744,0.095118,-0.241436,	3,	63,0,32
127,127,127,	-0.928631,-0.281697,-0.241436,	3,	61,2,1
127,127,127,	-0.928631,0.281697,-0.241436,	3,	32,31,30
127,127,127,	-0.965744,-0.095117,-0.241436,	3,	62,1,0
127,127,127,	-0.965744,0.095117,-0.241436,	3,	0,31,32

TEXTURES
missile.png	256 256	25.600000 128.000000	0.000000 128.000000	2.560000 153.088000
missile.png	256 256	27.648000 108.032000	2.560000 102.912000	0.000000 128.000000
missile.png	256 256	27.648000 147.968000	2.560000 153.088000	9.728000 176.896000
missile.png	256 256	33.280000 88.832000	9.728000 79.104000	2.560000 102.912000
missile.png	256 256	27.648000 108.032000	0.000000 128.000000	25.600000 128.000000
missile.png	256 256	25.600000 128.000000	2.560000 153.088000	27.648000 147.968000
missile.png	256 256	33.280000 88.832000	2.560000 102.912000	27.648000 108.032000
missile.png	256 256	33.280000 167.168000	9.728000 176.896000	21.504000 199.168000
missile.png	256 256	27.648000 147.968000	9.728000 176.896000	33.280000 167.168000
missile.png	256 256	42.752000 71.168000	21.504000 56.832000	9.728000 79.104000
missile.png	256 256	42.752000 71.168000	9.728000 79.104000	33.280000 88.832000
missile.png	256 256	33.280000 167.168000	21.504000 199.168000	42.752000 184.832000
missile.png	256 256	42.752000 184.832000	21.504000 199.168000	37.376000 218.624000
missile.png	256 256	55.552000 55.552000	37.376000 37.376000	21.504000 56.832000
missile.png	256 256	55.552000 55.552000	21.504000 56.832000	42.752000 71.168000
missile.png	256 256	42.752000 184.832000	37.376000 218.624000	55.552000 200.448000
missile.png	256 256	55.552000 200.448000	37.376000 218.624000	56.832000 234.496000
missile.png	256 256	71.168000 42.752000	37.376000 37.376000	55.552000 55.552000
missile.png	256 256	71.168000 42.752000	56.832000 21.504000	37.376000 37.376000
missile.png	256 256	55.552000 200.448000	56.832000 234.496000	71.168000 213.248000
missile.png	256 256	71.168000 213.248000	56.832000 234.496000	79.104000 246.272000
missile.png	256 256	88.832000 33.280000	56.832000 21.504000	71.168000 42.752000
missile.png	256 256	88.832000 33.280000	79.104000 9.728000	56.832000 21.504000
missile.png	256 256	71.168000 213.248000	79.104000 246.272000	88.832000 222.720000
missile.png	256 256	88.832000 222.720000	79.104000 246.272000	102.912000 253.440000
missile.png	256 256	108.032000 27.648000	79.104000 9.728000	88.832000 33.280000
missile.png	256 256	108.032000 27.648000	102.912000 2.560000	79.104000 9.728000
missile.png	256 256	88.832000 222.720000	102.912000 253.440000	108.032000 228.352000
missile.png	256 256	128.000000 25.600000	102.912000 2.560000	108.032000 27.648000
missile.png	256 256	108.032000 228.352000	102.912000 253.440000	128.000000 256.000000
missile.png	256 256	128.000000 25.600000	128.000000 0.000000	102.912000 2.560000
missile.png	256 256	108.032000 228.352000	128.000000 256.000000	128.000000 230.400000
missile.png	256 256	147.968000 27.648000	128.000000 0.000000	128.000000 25.600000
missile.png	256 256	128.000000 230.400000	128.000000 256.000000	153.088000 253.440000
missile.png	256 256	128.000000 230.400000	153.088000 253.440000	147.968000 228.352000
missile.png	256 256	147.968000 27.648000	153.088000 2.560000	128.000000 0.000000
missile.png	256 256	167.168000 33.280000	153.088000 2.560000	147.968000 27.648000
missile.png	256 256	147.968000 228.352000	153.088000 253.440000	176.896000 246.272000
missile.png	256 256	147.968000 228.352000	176.896000 246.272000	167.168000 222.720000
missile.png	256 256	167.168000 33.280000	176.896000 9.728000	153.088000 2.560000
missile.png	256 256	184.832000 42.752000	176.896000 9.728000	167.168000 33.280000
missile.png	256 256	167.168000 222.720000	176.896000 246.272000	199.168000 234.496000
missile.png	256 256	167.168000 222.720000	199.168000 234.496000	184.832000 213.248000
missile.png	256 256	184.832000 42.752000	199.168000 21.504000	176.896000 9.728000
missile.png	256 256	200.448000 55.552000	199.168000 21.504000	184.832000 42.752000
missile.png	256 256	184.832000 213.248000	199.168000 234.496000	218.624000 218.624000
missile.png	256 256	184.832000 213.248000	218.624000 218.624000	200.448000 200.448000
missile.png	256 256	200.448000 55.552000	218.624000 37.376000	199.168000 21.504000
missile.png	256 256	213.248000 71.168000	218.624000 37.376000	200.448000 55.552000
missile.png	256 256	200.448000 200.448000	234.496000 199.168000	213.248000 184.832000
missile.png	256 256	200.448000 200.448000	218.624000 218.624000	234.496000 199.168000
missile.png	256 256	213.248000 71.168000	234.496000 56.832000	218.624000 37.376000
missile.png	256 256	222.720000 88.832000	234.496000 56.832000	213.248000 71.168000
missile.png	256 256	213.248000 184.832000	246.272000 176.896000	222.720000 167.168000
missile.png	256 256	213.248000 184.832000	234.496000 199.168000	246.272000 176.896000
missile.png	256 256	228.352000 108.032000	246.272000 79.104000	222.720000 88.832000
missile.png	256 256	222.720000 88.832000	246.272000 79.104000	234.496000 56.832000
missile.png	256 256	222.720000 167.168000	253.440000 153.088000	228.352000 147.968000
missile.png	256 256	228.352000 147.968000	256.000000 128.000000	230.400000 128.000000
missile.png	256 256	230.400000 128.000000	256.000000 128.000000	228.352000 108.032000
missile.png	256 256	222.720000 167.168000	246.272000 176.896000	253.440000 153.088000
missile.png	256 256	228.352000 108.032000	253.440000 102.912000	246.272000 79.104000
missile.png	256 256	228.352000 147.968000	253.440000 153.088000	256.000000 128.000000
missile.png	256 256	256.000000 128.000000	253.440000 102.912000	228.352000 108.032000

END
