NVERTS 16
NFACES 26

VERTEX
500, 0, 500
0, 500, 500
-500, 0, 500
0, -500, 500
500, -500, 0
500, 500, 0
-500, 500, 0
-500, -500, 0
500, 0, -500
0, 500, -500
-500, 0, -500
0, -500, -500
32, -96, 500
32, 96, 500
-32, 96, 500
-32, -96, 500

FACES
127,127,127,	-0.577350,0.577350,-0.577350,	3,	10,6,9
127,127,127,	-0.577350,0.577350,0.577350,	3,	1,6,2
127,127,127,	0.000000,1.000000,0.000000,	3,	1,9,6
127,127,127,	0.000000,1.000000,0.000000,	3,	1,5,9
127,127,127,	0.577350,0.577350,-0.577350,	3,	9,5,8
127,127,127,	0.577350,0.577350,0.577350,	3,	0,5,1
127,127,127,	0.000000,0.000000,-1.000000,	3,	11,10,9
127,127,127,	0.000000,0.000000,-1.000000,	3,	11,9,8
127,127,127,	-0.577350,-0.577350,-0.577350,	3,	11,7,10
127,127,127,	-0.577350,-0.577350,0.577350,	3,	2,7,3
127,127,127,	-0.000000,-1.000000,-0.000000,	3,	4,7,11
127,127,127,	-0.000000,-1.000000,0.000000,	3,	4,3,7
127,127,127,	0.577350,-0.577350,-0.577350,	3,	11,8,4
127,127,127,	0.577350,-0.577350,0.577350,	3,	4,0,3
127,127,127,	-0.000000,0.000000,1.000000,	3,	2,15,14
127,127,127,	0.000000,0.000000,1.000000,	3,	3,15,2
127,127,127,	0.000000,0.000000,1.000000,	3,	2,14,1
127,127,127,	-0.000000,0.000000,1.000000,	3,	15,3,12
127,127,127,	0.000000,0.000000,1.000000,	3,	13,1,14
127,127,127,	0.000000,0.000000,1.000000,	3,	0,12,3
127,127,127,	0.000000,0.000000,1.000000,	3,	1,13,0
127,127,127,	0.000000,-0.000000,1.000000,	3,	12,0,13
127,127,127,	-1.000000,0.000000,0.000000,	3,	10,7,2
127,127,127,	-1.000000,0.000000,0.000000,	3,	10,2,6
127,127,127,	1.000000,0.000000,-0.000000,	3,	8,0,4
127,127,127,	1.000000,0.000000,-0.000000,	3,	8,5,0

TEXTURES
back_metal.png	256 256	0.000000 0.000000	0.000000 128.000000	128.000000 0.000000
back_metal.png	256 256	128.000000 256.000000	0.000000 128.000000	0.000000 256.000000
bottom_metal.png	256 256	128.000000 256.000000	128.000000 0.000000	0.000000 128.000000
bottom_metal.png	256 256	128.000000 256.000000	256.000000 128.000000	128.000000 0.000000
back_metal.png	256 256	128.000000 0.000000	256.000000 128.000000	256.000000 0.000000
back_metal.png	256 256	256.000000 256.000000	256.000000 128.000000	128.000000 256.000000
bottom_metal.png	256 256	128.000000 0.000000	0.000000 128.000000	128.000000 256.000000
bottom_metal.png	256 256	128.000000 0.000000	128.000000 256.000000	256.000000 128.000000
back_metal.png	256 256	128.000000 0.000000	0.000000 128.000000	0.000000 0.000000
back_metal.png	256 256	0.000000 256.000000	0.000000 128.000000	128.000000 256.000000
bottom_metal.png	256 256	256.000000 128.000000	0.000000 128.000000	128.000000 0.000000
bottom_metal.png	256 256	256.000000 128.000000	128.000000 256.000000	0.000000 128.000000
back_metal.png	256 256	128.000000 0.000000	256.000000 0.000000	256.000000 128.000000
back_metal.png	256 256	256.000000 128.000000	256.000000 256.000000	128.000000 256.000000
back_metal.png	256 256	0.000000 128.000000	120.064000 103.936000	120.064000 152.064000
back_metal.png	256 256	128.000000 0.000000	120.064000 103.936000	0.000000 128.000000
back_metal.png	256 256	0.000000 128.000000	120.064000 152.064000	128.000000 256.000000
back_metal.png	256 256	120.064000 103.936000	128.000000 0.000000	135.936000 103.936000
back_metal.png	256 256	135.936000 152.064000	128.000000 256.000000	120.064000 152.064000
back_metal.png	256 256	256.000000 128.000000	135.936000 103.936000	128.000000 0.000000
back_metal.png	256 256	128.000000 256.000000	135.936000 152.064000	256.000000 128.000000
back_metal.png	256 256	135.936000 103.936000	256.000000 128.000000	135.936000 152.064000
bottom_metal.png	256 256	0.000000 128.000000	128.000000 0.000000	256.000000 128.000000
bottom_metal.png	256 256	0.000000 128.000000	256.000000 128.000000	128.000000 256.000000
bottom_metal.png	256 256	0.000000 128.000000	256.000000 128.000000	128.000000 0.000000
bottom_metal.png	256 256	0.000000 128.000000	128.000000 256.000000	256.000000 128.000000

END
