// Originally converted with Obj2DatTex.py, then hand-hacked in Xcode for smoothing groups
// (c) 2005, 2009 By Giles Williams and Jens Ayton
// 
// model size: 130.000 x 30.000 x 65.000
// 
// textures used: ['cobra3_redux.png']
// 
NVERTS 12
NFACES 20

VERTEX
0.00000, 15.00000, 0.00000
16.00000, -0.50000, 32.50000
-16.00000, -0.50000, 32.50000
16.00000, -15.00000, -32.50000
-16.00000, -15.00000, -32.50000
-44.00000, 10.00000, -32.50000
-60.00000, -3.00000, -13.00000
-65.00000, -3.00000, -32.50000
44.00000, 10.00000, -32.50000
60.00000, -3.00000, -13.00000
65.00000, -3.00000, -32.50000
0.00000, 15.00000, -32.50000

FACES
1,	127,127,	0.31034,0.90832,0.28042,	3,	1,0,8
10,	127,127,	0.00000,0.90260,0.43047,	3,	2,0,1
3,	127,127,	0.16730,-0.96225,0.21466,	3,	3,1,9
6,	127,127,	0.00000,-0.97601,0.21773,	3,	4,2,1
6,	127,127,	0.00000,-0.97601,0.21773,	3,	4,1,3
4,	127,127,	-0.23743,-0.96950,0.06088,	3,	4,7,6
2,	127,127,	-0.31034,0.90832,0.28042,	3,	5,0,2
2,	127,127,	-0.35745,0.88545,0.29701,	3,	5,2,6
4,	127,127,	-0.16730,-0.96225,0.21466,	3,	6,2,4
11,	127,127,	-0.52163,0.84263,0.13375,	3,	7,5,6
12,	127,127,	0.11291,0.99361,0.00000,	3,	8,0,11
5,	127,127,	0.00000,0.00000,-1.00000,	3,	8,11,5
5,	127,127,	0.00000,0.00000,-1.00000,	3,	8,5,7
5,	127,127,	0.00000,0.00000,-1.00000,	3,	8,7,4
5,	127,127,	0.00000,0.00000,-1.00000,	3,	8,4,3
5,	127,127,	0.00000,0.00000,-1.00000,	3,	8,3,10
1,	127,127,	0.35745,0.88545,0.29701,	3,	9,1,8
13,	127,127,	0.52163,0.84263,0.13375,	3,	9,8,10
3,	127,127,	0.23743,-0.96950,0.06088,	3,	9,10,3
14,	127,127,	-0.11291,0.99361,0.00000,	3,	11,0,5

TEXTURES
cobra3_redux.png	1.0 1.0	0.597272 0.403270	0.807101 0.501509	0.989045 0.235094
cobra3_redux.png	1.0 1.0	0.597150 0.599785	0.807101 0.501509	0.597272 0.403270
cobra3_redux.png	1.0 1.0	0.187142 0.402521	0.597272 0.403270	0.320941 0.127925
cobra3_redux.png	1.0 1.0	0.187173 0.599780	0.597150 0.599785	0.597272 0.403270
cobra3_redux.png	1.0 1.0	0.187173 0.599780	0.597272 0.403270	0.187142 0.402521
cobra3_redux.png	1.0 1.0	0.187173 0.599780	0.201678 0.910000	0.320416 0.874519
cobra3_redux.png	1.0 1.0	0.989458 0.768069	0.807101 0.501509	0.597150 0.599785
cobra3_redux.png	1.0 1.0	0.989458 0.768069	0.597150 0.599785	0.857320 0.874027
cobra3_redux.png	1.0 1.0	0.320416 0.874519	0.597150 0.599785	0.187173 0.599780
cobra3_redux.png	1.0 1.0	0.970709 0.914429	0.989458 0.768069	0.857320 0.874027
cobra3_redux.png	1.0 1.0	0.989045 0.235094	0.807101 0.501509	0.997979 0.501436
cobra3_redux.png	1.0 1.0	0.031880 0.229630	0.001961 0.501656	0.033533 0.772816
cobra3_redux.png	1.0 1.0	0.031880 0.229630	0.033533 0.772816	0.114031 0.902052
cobra3_redux.png	1.0 1.0	0.031880 0.229630	0.114031 0.902052	0.187173 0.599780
cobra3_redux.png	1.0 1.0	0.031880 0.229630	0.187173 0.599780	0.187142 0.402521
cobra3_redux.png	1.0 1.0	0.031880 0.229630	0.187142 0.402521	0.111804 0.099227
cobra3_redux.png	1.0 1.0	0.857040 0.129422	0.597272 0.403270	0.989045 0.235094
cobra3_redux.png	1.0 1.0	0.857040 0.129422	0.989045 0.235094	0.970035 0.089156
cobra3_redux.png	1.0 1.0	0.320941 0.127925	0.202224 0.092212	0.187142 0.402521
cobra3_redux.png	1.0 1.0	0.997979 0.501436	0.807101 0.501509	0.989458 0.768069

END
