// output from Obj2DatTex.py Wavefront text file conversion script
// runnign within an app created by Platypus 
// (c) 2005 By Giles Williams
// 
// original file: "/Volumes/teak/Users/giles/Desktop/newhulls/new-base-set/viper_redux.obj"
// 
// model size: 50.000 x 16.000 x 55.000
// 
// textures used: ['viper_redux.png']
// 
NVERTS 9
NFACES 14

VERTEX
-12.50000, 8.00000, -27.50000
12.50000, 8.00000, -27.50000
0.00000, 8.00000, 0.00000
25.00000, 0.00000, -27.50000
0.00000, 0.00000, 27.50000
-25.00000, 0.00000, -27.50000
0.00000, -8.00000, 0.00000
12.50000, -8.00000, -27.50000
-12.50000, -8.00000, -27.50000

FACES
127,127,127,	0.00000,1.00000,0.00000,	3,	2,0,1
127,127,127,	0.52357,0.81807,0.23798,	3,	2,1,3
127,127,127,	0.52357,0.81807,0.23798,	3,	2,3,4
127,127,127,	-0.52357,0.81807,0.23798,	3,	5,0,2
127,127,127,	-0.52357,0.81807,0.23798,	3,	5,2,4
127,127,127,	0.52357,-0.81807,0.23798,	3,	6,4,3
127,127,127,	0.52357,-0.81807,0.23798,	3,	6,3,7
127,127,127,	0.00000,0.00000,-1.00000,	3,	7,3,1
127,127,127,	0.00000,0.00000,-1.00000,	3,	7,1,0
127,127,127,	0.00000,0.00000,-1.00000,	3,	7,0,5
127,127,127,	0.00000,0.00000,-1.00000,	3,	7,5,8
127,127,127,	0.00000,-1.00000,0.00000,	3,	7,8,6
127,127,127,	-0.52357,-0.81807,0.23798,	3,	8,5,4
127,127,127,	-0.52357,-0.81807,0.23798,	3,	8,4,6

TEXTURES
viper_redux.png	1.0 1.0	0.280409 0.775572	0.381628 0.566244	0.179438 0.566124
viper_redux.png	1.0 1.0	0.280409 0.775572	0.179438 0.566124	0.062247 0.580649
viper_redux.png	1.0 1.0	0.280409 0.775572	0.062247 0.580649	0.280278 0.996114
viper_redux.png	1.0 1.0	0.498802 0.580907	0.381628 0.566244	0.280409 0.775572
viper_redux.png	1.0 1.0	0.498802 0.580907	0.280409 0.775572	0.280278 0.996114
viper_redux.png	1.0 1.0	0.280734 0.227049	0.280865 0.006507	0.062341 0.421713
viper_redux.png	1.0 1.0	0.280734 0.227049	0.062341 0.421713	0.179515 0.436377
viper_redux.png	1.0 1.0	0.179515 0.436377	0.078113 0.501190	0.179438 0.566124
viper_redux.png	1.0 1.0	0.179515 0.436377	0.179438 0.566124	0.381628 0.566244
viper_redux.png	1.0 1.0	0.179515 0.436377	0.381628 0.566244	0.483031 0.501430
viper_redux.png	1.0 1.0	0.179515 0.436377	0.483031 0.501430	0.381705 0.436497
viper_redux.png	1.0 1.0	0.179515 0.436377	0.381705 0.436497	0.280734 0.227049
viper_redux.png	1.0 1.0	0.381705 0.436497	0.498896 0.421972	0.280865 0.006507
viper_redux.png	1.0 1.0	0.381705 0.436497	0.280865 0.006507	0.280734 0.227049

END
