// output from Obj2DatTex.py Wavefront text file conversion script
// (c) 2005 By Giles Williams
// 
// original file: "flasherhousing_domed2.obj"
// 
// model size: 42.790 x 41.046 x 42.451
// 
// textures used: ['oolite_buoy_subents.png']
// 
NVERTS 1092
NFACES 1808

VERTEX
21.39480, -3.08177, 4.47271
21.32870, -3.30088, 4.50277
21.29140, -3.00894, 4.77635
21.26270, -3.51999, 4.53283
21.22530, -3.22805, 4.80642
21.22090, -2.89110, 4.57842
21.15930, -3.44716, 4.83648
21.02160, -3.55236, 4.66914
20.92340, -2.86856, 4.99097
20.85730, -3.08767, 5.02104
20.85290, -2.75071, 4.79304
20.79130, -3.30677, 5.05110
20.65360, -3.41197, 4.88376
19.47390, -3.26602, -1.09066
19.44780, -3.08432, -0.72568
19.40780, -3.48512, -1.06060
19.38610, -2.78958, -1.02415
19.34180, -3.70423, -1.03054
19.24840, -3.74558, -0.63495
19.01450, -4.02236, -0.85502
18.43460, 10.80240, -9.68487
18.32860, 10.80880, -9.87077
18.28730, 11.08120, -9.59125
18.28520, 10.87800, -9.46183
18.23680, -2.71977, -3.04060
18.22270, 10.81530, -10.05670
18.18130, 11.08760, -9.77715
18.14150, -2.58605, 0.03609
18.07990, -2.29131, -0.26239
18.07530, 11.09410, -9.96305
18.00240, -0.81454, -4.68872
17.99940, -2.41467, -3.64732
17.95700, 10.89800, -10.03770
17.94220, -3.24730, 0.12682
17.94010, -1.74068, -4.18978
17.91920, 11.22160, -9.37663
17.91720, 11.01840, -9.24721
17.89600, -0.31542, -5.19765
17.86520, -3.95256, -2.87146
17.84530, -3.16711, -3.94788
17.81330, 11.22800, -9.56253
17.77930, -3.38622, -3.91782
17.71980, 4.96100, -9.47968
17.71950, 5.02758, -8.99524
17.71330, -3.60532, -3.88776
17.70830, -3.52409, -0.09325
17.70730, 11.23450, -9.74843
17.67730, -2.58787, -7.30805
17.67050, 0.74224, -6.27614
17.65590, 5.32006, -9.29554
17.65170, 0.68032, -4.39412
17.61390, 4.96744, -9.66559
17.58900, 11.03830, -9.82306
17.56410, 1.24135, -6.78508
17.54640, -2.67784, -4.25195
17.50790, 4.97387, -9.85149
17.48710, -3.70753, -6.90169
17.47290, 1.51884, -5.24917
17.45570, -4.21837, -3.39985
17.45090, -3.32339, -8.45314
17.43640, -1.45834, -8.45982
17.42730, -1.33959, -5.33147
17.36050, -3.85572, -8.25994
17.33410, -1.89811, -6.23952
17.32770, 5.33999, -9.87139
17.30810, -2.65362, -9.13610
17.21110, 1.67872, -7.67651
17.17480, -3.91063, -4.08281
17.13250, -4.37969, -8.30822
17.10000, -3.27841, -4.62457
17.09330, 5.06561, -10.09390
17.08100, 0.89801, -4.06131
17.08090, -2.50875, -9.62059
17.07620, -3.41716, -5.68821
17.05500, 2.82329, -8.69281
17.04070, 0.47366, -7.18043
17.02660, -0.45595, -7.71008
17.01680, 2.19383, -8.34656
17.00750, -4.80962, -7.00323
16.99950, -4.86106, -3.76167
16.94920, -1.14777, -9.49844
16.93060, -2.22150, -2.27883
16.90220, 1.73653, -4.91636
16.87100, -3.88497, -9.54864
16.77830, 1.83763, -9.05116
16.77600, -2.62130, -10.06980
16.69620, -0.31627, -3.92695
16.69310, -1.91640, -2.88555
16.67230, 1.84406, -9.23706
16.65580, 1.49910, -8.51114
16.63390, -1.24241, -3.42801
16.59830, -5.00834, -8.81303
16.58980, 0.18285, -4.43588
16.56640, 1.85050, -9.42297
16.55900, -3.45429, -2.10969
16.51130, -5.76134, -4.01003
16.50980, -1.27684, -5.28203
16.42880, 2.86133, -9.79149
16.42550, -4.91236, -5.82597
16.41320, 5.52585, -8.23347
16.36430, 1.24051, -5.51437
16.36260, -0.03271, -9.12551
16.34970, 5.81833, -8.53377
16.29560, -1.38906, -10.46130
16.29340, -5.12089, -9.26221
16.26770, -5.18655, -4.80367
16.25790, 1.73962, -6.02332
16.24180, -3.24996, -10.57460
16.21460, -3.01517, -4.65113
16.19210, 1.01833, -8.99191
16.16570, 0.33696, -6.92760
16.14940, -3.72010, -2.63808
16.11320, -6.22981, -4.38621
16.10660, -5.86980, -7.85457
16.09290, 2.24994, -9.96750
16.06620, -4.97602, -9.74669
16.02960, 1.53713, -9.60981
16.02150, 5.83826, -9.10962
16.01380, -3.77392, -10.62280
15.92340, -4.30625, -10.42970
15.90490, 2.17699, -6.91474
15.78700, 5.56388, -9.33215
15.74880, 3.32156, -7.93105
15.71060, 2.69210, -7.58480
15.69330, -4.36279, -2.99990
15.60070, 1.77652, -10.50190
15.47190, -0.36153, -10.43780
15.47000, -4.72620, -4.80878
15.45310, -6.11108, -8.81748
15.42780, -6.69727, -3.38193
15.40470, 0.82206, -8.54991
15.39470, -2.44924, -11.31270
15.27520, -6.26599, -6.91295
15.26960, -7.22254, -5.18338
15.20500, -5.26307, -3.24826
15.12260, 3.35960, -9.02972
15.05150, 0.59448, -10.67050
15.00140, 1.39700, -11.28130
14.96580, -5.80051, -9.85610
14.91510, -3.55132, -11.41420
14.87150, -7.69102, -5.55958
14.85710, -6.47958, -3.04912
14.82140, -6.88850, -6.17035
14.80690, -5.73154, -3.62444
14.78670, 2.74821, -9.20573
14.75900, -7.48432, -4.01395
14.72500, -4.67099, -11.00790
14.60330, 0.92852, -11.65750
14.38450, -6.59481, -8.22520
14.38380, 0.44518, -10.05400
14.32170, -1.71515, -11.52470
14.29440, 2.27479, -9.74016
14.27220, -8.07054, -6.33893
14.22090, -3.59512, 16.87410
14.22090, -3.44909, 16.44990
14.22090, -3.39271, 16.94380
14.22090, -3.24667, 16.51960
14.22090, -3.19030, 17.01350
14.22090, -3.04426, 16.58930
14.18830, -7.26663, -3.68114
14.18290, -6.24093, -6.02513
14.01060, -3.70621, 16.83580
14.01060, -3.56017, 16.41170
14.01060, -3.47505, 17.18290
14.01060, -3.07922, 17.05170
14.01060, -2.93318, 16.62760
14.01060, -3.67747, 17.11320
14.01060, -3.27264, 17.25260
13.96340, -6.72427, -4.42161
13.84330, -7.83115, -7.23104
13.78000, -8.54396, -6.87335
13.75970, -0.06421, -12.45460
13.72150, -8.30282, -7.65991
13.72050, -6.17156, -9.64063
13.69520, 1.89527, -10.51950
13.68080, -7.31235, -7.84895
13.67100, -3.21035, -11.66250
13.64280, 1.75146, -11.96900
13.61560, -8.29639, -7.84581
13.60520, -1.10747, -12.03720
13.56530, -7.19275, -4.79781
13.50960, -8.28995, -8.03171
13.44410, -9.15534, -7.04936
13.41310, -4.72941, -11.11120
13.39080, 19.89770, -6.42446
13.39080, 20.34620, -6.42446
13.36160, -0.53268, -12.83080
13.29710, 1.42679, -10.89570
13.28050, 19.89770, -6.60796
13.28050, 20.34620, -6.60796
13.27100, 19.89770, -6.21544
13.27100, 20.34620, -6.21544
13.21710, -7.79312, -8.32971
13.21050, 20.59910, -6.31615
13.17030, 19.89770, -6.79146
13.17030, 20.34620, -6.79146
13.16200, -6.61781, -7.52917
13.10020, 20.59910, -6.49964
13.09660, -1.06955, -11.27030
