// output from Obj2DatTex.py Wavefront text file conversion script
// (c) 2005 By Giles Williams
// 
// original file: "Alt_dock_strut.obj"
// 
// model size: 103.412 x 241.888 x 250.000
// 
// textures used: ['oolite_coriolis_dock_diffuse.png']
// 
NVERTS 244
NFACES 330

VERTEX
50.00050, -103.34200, -119.86200
50.00050, -103.34200, -250.00000
50.00050, -46.66870, 0.00000
50.00050, -46.66870, -119.86200
50.00050, -46.66870, -250.00000
50.00050, 46.66870, 0.00000
50.00050, 46.66870, -119.86200
50.00050, 103.34200, -119.86200
50.00050, 103.34200, -250.00000
50.00050, 46.66870, -250.00000
50.00050, -87.81310, -235.34700
50.00050, -87.81310, -250.00000
50.00050, -87.34330, -234.97100
50.00050, -84.43950, -234.97100
50.00050, -83.95710, -235.43400
50.00050, -81.39460, -235.43400
50.00050, -80.91220, -234.97100
50.00050, -78.00840, -234.97100
50.00050, -77.53850, -235.34700
50.00050, -77.53850, -250.00000
50.00050, 77.53850, -235.34700
50.00050, 77.53850, -250.00000
50.00050, 78.00840, -234.97100
50.00050, 80.91220, -234.97100
50.00050, 81.39460, -235.43400
50.00050, 83.95710, -235.43400
50.00050, 84.43950, -234.97100
50.00050, 87.34330, -234.97100
50.00050, 87.81310, -235.34700
50.00050, 87.81310, -250.00000
45.44750, -81.39460, -240.42000
45.44750, 81.39460, -240.42000
45.44510, -83.95710, -240.42700
45.44510, 83.95710, -240.42700
45.13030, -87.81310, -240.25800
45.13030, -77.53850, -240.25800
45.13030, 77.53850, -240.25800
45.13030, 87.81310, -240.25800
45.02340, 109.09800, 0.00000
45.02340, -109.09800, 0.00000
45.02340, -109.09800, -118.40000
45.02340, -109.09800, -250.00000
45.02340, -53.97860, 0.00000
45.02340, -53.97860, -118.40000
45.02340, 53.97860, 0.00000
45.02340, 53.97860, -118.40000
45.02340, 109.09800, -118.40000
45.02340, 109.09800, -250.00000
44.95020, -83.95710, -241.72300
44.95020, -83.95710, -250.00000
44.95020, -81.39460, -241.72800
44.95020, -81.39460, -250.00000
44.95020, 81.39460, -241.72800
44.95020, 81.39460, -250.00000
44.95020, 83.95710, -241.72300
44.95020, 83.95710, -250.00000
44.88730, -87.34330, -240.10200
44.88730, -84.43950, -240.10200
44.88730, -80.91220, -240.10200
44.88730, -78.00840, -240.10200
44.88730, 78.00840, -240.10200
44.88730, 80.91220, -240.10200
44.88730, 84.43950, -240.10200
44.88730, 87.34330, -240.10200
44.63920, -87.81310, -241.58100
44.63920, -87.81310, -250.00000
44.63920, -77.53850, -241.58100
44.63920, -77.53850, -250.00000
44.63920, 77.53850, -241.58100
44.63920, 77.53850, -250.00000
44.63920, 87.81310, -241.58100
44.63920, 87.81310, -250.00000
44.35730, -87.34330, -241.53000
44.35730, -87.34330, -250.00000
44.35730, -84.43950, -241.53000
44.35730, -84.43950, -250.00000
44.35730, -80.91220, -241.53000
44.35730, -80.91220, -250.00000
44.35730, -78.00840, -241.53000
44.35730, -78.00840, -250.00000
44.35730, 78.00840, -241.53000
44.35730, 78.00840, -250.00000
44.35730, 80.91220, -241.53000
44.35730, 80.91220, -250.00000
44.35730, 84.43950, -241.53000
44.35730, 84.43950, -250.00000
44.35730, 87.34330, -241.53000
44.35730, 87.34330, -250.00000
36.88580, -118.50800, 0.00000
36.88580, -118.50800, -250.00000
36.88580, 118.50800, 0.00000
36.88580, 118.50800, -177.61300
36.88580, 118.50800, -186.38100
36.88580, 118.50800, -212.05700
36.88580, 118.50800, -220.82500
36.88580, 118.50800, -250.00000
34.73600, 120.94400, -179.76300
34.73600, 120.94400, -184.23100
34.73600, 120.94400, -214.20700
34.73600, 120.94400, -218.67500
2.14982, 120.94400, -179.76300
2.14982, 120.94400, -184.23100
2.14982, 120.94400, -214.20700
2.14982, 120.94400, -218.67500
-0.00000, 118.50800, 0.00000
-0.00000, 118.50800, -47.02730
-0.00000, 118.50800, -134.74700
-0.00000, 118.50800, -177.61300
-0.00000, 118.50800, -186.38100
-0.00000, 118.50800, -212.05700
-0.00000, 118.50800, -220.82500
-0.00000, 118.50800, -250.00000
-2.08855, 120.94400, -48.97660
-2.08855, 120.94400, -132.79700
-7.91667, -118.50800, 0.00000
-7.91667, -118.50800, -47.02730
-7.91667, -118.50800, -102.58300
-7.91667, -118.50800, -204.50400
-7.91667, -118.50800, -217.10500
-7.91667, -118.50800, -250.00000
-10.00520, -120.94400, -48.97660
-10.00520, -120.94400, -100.63400
-10.00520, -120.94400, -204.50400
-10.00520, -120.94400, -217.10500
-35.20710, -120.94400, -48.97660
-35.20710, -120.94400, -100.63400
-35.20710, -120.94400, -204.50400
-35.20710, -120.94400, -217.10500
-35.20710, 120.94400, -48.97660
-35.20710, 120.94400, -132.79700
-36.88580, -118.50800, 0.00000
-36.88580, -118.50800, -47.02730
-36.88580, -118.50800, -102.58300
-36.88580, -118.50800, -204.50400
-36.88580, -118.50800, -217.10500
-36.88580, -118.50800, -250.00000
-36.88580, 118.50800, 0.00000
-36.88580, 118.50800, -47.02730
-36.88580, 118.50800, -134.74700
-36.88580, 118.50800, -250.00000
-44.35730, -87.34330, -241.53000
-44.35730, -87.34330, -250.00000
-44.35730, -84.43950, -241.53000
-44.35730, -84.43950, -250.00000
-44.35730, -80.91220, -241.53000
-44.35730, -80.91220, -250.00000
-44.35730, -78.00840, -241.53000
-44.35730, -78.00840, -250.00000
-44.35730, 78.00840, -241.53000
-44.35730, 78.00840, -250.00000
-44.35730, 80.91220, -241.53000
-44.35730, 80.91220, -250.00000
-44.35730, 84.43950, -241.53000
-44.35730, 84.43950, -250.00000
-44.35730, 87.34330, -241.53000
-44.35730, 87.34330, -250.00000
-44.63920, -87.81310, -241.58100
-44.63920, -87.81310, -250.00000
-44.63920, -77.53850, -241.58100
-44.63920, -77.53850, -250.00000
-44.63920, 77.53850, -241.58100
-44.63920, 77.53850, -250.00000
-44.63920, 87.81310, -241.58100
-44.63920, 87.81310, -250.00000
-44.88730, -87.34330, -240.10200
-44.88730, -84.43950, -240.10200
-44.88730, -80.91220, -240.10200
-44.88730, -78.00840, -240.10200
-44.88730, 78.00840, -240.10200
-44.88730, 80.91220, -240.10200
-44.88730, 84.43950, -240.10200
-44.88730, 87.34330, -240.10200
-44.95020, -83.95710, -241.72300
-44.95020, -83.95710, -250.00000
-44.95020, -81.39460, -241.72800
-44.95020, -81.39460, -250.00000
-44.95020, 81.39460, -241.72800
-44.95020, 81.39460, -250.00000
-44.95020, 83.95710, -241.72300
-44.95020, 83.95710, -250.00000
-45.13030, -87.81310, -240.25800
-45.13030, -77.53850, -240.25800
-45.13030, 77.53850, -240.25800
-45.13030, 87.81310, -240.25800
-45.44510, -83.95710, -240.42700
-45.44510, 83.95710, -240.42700
-45.44750, -81.39460, -240.42000
-45.44750, 81.39460, -240.42000
-50.00050, -103.34200, 0.00000
-50.00050, -103.34200, -250.00000
-50.00050, -87.81310, -235.34700
-50.00050, -87.81310, -250.00000
-50.00050, -87.34330, -234.97100
-50.00050, -84.43950, -234.97100
-50.00050, -83.95710, -235.43400
-50.00050, -81.39460, -235.43400
-50.00050, -80.91220, -234.97100
-50.00050, -78.00840, -234.97100
-50.00050, -77.53850, -235.34700
-50.00050, -77.53850, -250.00000
-50.00050, -46.66870, 0.00000
